SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
BR737	leaf_V3	M0021xB73		1	m10	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR737_S278_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR737_S278_R2_001.fastq.gz
BR738	leaf_V3	M0021xB73		2	m10	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR738_S279_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR738_S279_R2_001.fastq.gz
BR739	leaf_V3	M0021xB73		3	m10	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR739_S280_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR739_S280_R2_001.fastq.gz
BR740	leaf_V3	M0021xB73		4	m10	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR740_S281_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR740_S281_R2_001.fastq.gz
BR741	leaf_V3	M0021xMo17		1	m11	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR741_S282_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR741_S282_R2_001.fastq.gz
BR742	leaf_V3	M0021xMo17		2	m11	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR742_S283_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR742_S283_R2_001.fastq.gz
BR743	leaf_V3	M0021xMo17		3	m11	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR743_S284_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR743_S284_R2_001.fastq.gz
BR744	leaf_V3	M0021xMo17		4	m11	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR744_S285_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR744_S285_R2_001.fastq.gz
BR745	leaf_V3	M0317		1	m12	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR745_S286_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR745_S286_R2_001.fastq.gz
BR746	leaf_V3	M0317		2	m12	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR746_S287_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR746_S287_R2_001.fastq.gz
BR747	leaf_V3	M0317		3	m12	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR747_S288_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR747_S288_R2_001.fastq.gz
BR748	leaf_V3	M0317		4	m12	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR748_S289_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR748_S289_R2_001.fastq.gz
BR749	leaf_V3	M0317xB73		1	m13	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR749_S290_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR749_S290_R2_001.fastq.gz
BR750	leaf_V3	M0317xB73		2	m13	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR750_S291_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR750_S291_R2_001.fastq.gz
BR751	leaf_V3	M0317xB73		3	m13	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR751_S292_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR751_S292_R2_001.fastq.gz
BR752	leaf_V3	M0317xB73		4	m13	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR752_S293_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR752_S293_R2_001.fastq.gz
BR753	leaf_V3	M0317xMo17		1	m14	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR753_S294_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR753_S294_R2_001.fastq.gz
BR754	leaf_V3	M0317xMo17		2	m14	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR754_S295_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR754_S295_R2_001.fastq.gz
BR755	leaf_V3	M0317xMo17		3	m14	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR755_S296_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR755_S296_R2_001.fastq.gz
BR756	leaf_V3	M0317xMo17		4	m14	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR756_S297_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR756_S297_R2_001.fastq.gz
BR757	leaf_V3	Mo17		1	m15	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR757_S298_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR757_S298_R2_001.fastq.gz
BR758	leaf_V3	Mo17		2	m15	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR758_S299_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR758_S299_R2_001.fastq.gz
BR759	leaf_V3	Mo17		3	m15	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR759_S300_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR759_S300_R2_001.fastq.gz
BR760	leaf_V3	Mo17		4	m15	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR760_S301_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR760_S301_R2_001.fastq.gz
BR761	leaf_V3	BxM		4	m02	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR761_S302_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200124_A00223_0310_BHLCMLDSXX/Springer_Project_068/BR761_S302_R2_001.fastq.gz
