SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	Timepoint	Experiment	paired	interleaved	r0	r1	r2
NM46	leaf	Oh7B	Control	1	m53	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM46_S241_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM46_S241_R2_001.fastq.gz
NM47	leaf	P39	Control	1	m54	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM47_S242_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM47_S242_R2_001.fastq.gz
NM48	leaf	PH207	Control	1	m55	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM48_S243_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM48_S243_R2_001.fastq.gz
NM49	leaf	Tx303	Control	1	m56	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM49_S244_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM49_S244_R2_001.fastq.gz
NM5	leaf	CML52	Cold	1	m57	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM5_S201_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM5_S201_R2_001.fastq.gz
NM50	leaf	W22	Control	10	m18	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM50_S245_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM50_S245_R2_001.fastq.gz
NM51	leaf	B73	Control	11	m01	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM51_S246_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM51_S246_R2_001.fastq.gz
NM52	leaf	B97	Control	2	m33	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM52_S247_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM52_S247_R2_001.fastq.gz
NM53	leaf	CML322	Control	2	m34	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM53_S248_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM53_S248_R2_001.fastq.gz
NM54	leaf	CML333	Control	2	m35	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM54_S249_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM54_S249_R2_001.fastq.gz
NM55	leaf	CML52	Control	2	m37	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM55_S250_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM55_S250_R2_001.fastq.gz
NM56	leaf	CML69	Control	2	m38	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM56_S251_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM56_S251_R2_001.fastq.gz
NM57	leaf	DK105	Control	2	m39	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM57_S252_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM57_S252_R2_001.fastq.gz
NM58	leaf	EP1	Control	2	m40	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM58_S253_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM58_S253_R2_001.fastq.gz
NM59	leaf	F7	Control	2	m41	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM59_S254_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM59_S254_R2_001.fastq.gz
NM6	leaf	CML69	Cold	1	m58	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM6_S202_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM6_S202_R2_001.fastq.gz
NM60	leaf	Il14H	Control	2	m42	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM60_S255_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM60_S255_R2_001.fastq.gz
NM61	leaf	Ki11	Control	2	m43	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM61_S256_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM61_S256_R2_001.fastq.gz
NM62	leaf	Ki3	Control	2	m44	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM62_S257_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM62_S257_R2_001.fastq.gz
NM63	leaf	M162W	Control	2	m45	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM63_S258_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM63_S258_R2_001.fastq.gz
NM64	leaf	M37W	Control	2	m46	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM64_S259_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM64_S259_R2_001.fastq.gz
NM65	leaf	Mo17	Control	11	m17	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM65_S260_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM65_S260_R2_001.fastq.gz
NM66	leaf	Mo18W	Control	2	m48	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM66_S261_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM66_S261_R2_001.fastq.gz
NM67	leaf	MS71	Control	2	m49	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM67_S262_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM67_S262_R2_001.fastq.gz
NM68	leaf	NC350	Control	2	m50	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM68_S263_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM68_S263_R2_001.fastq.gz
NM69	leaf	NC358	Control	2	m51	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM69_S264_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM69_S264_R2_001.fastq.gz
NM7	leaf	DK105	Cold	1	m59	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM7_S203_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM7_S203_R2_001.fastq.gz
NM70	leaf	Oh43	Control	2	m52	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM70_S265_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM70_S265_R2_001.fastq.gz
NM71	leaf	Oh7B	Control	2	m53	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM71_S266_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM71_S266_R2_001.fastq.gz
NM72	leaf	P39	Control	2	m54	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM72_S267_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM72_S267_R2_001.fastq.gz
NM73	leaf	PH207	Control	2	m55	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM73_S268_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM73_S268_R2_001.fastq.gz
NM74	leaf	Tx303	Control	2	m56	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM74_S269_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM74_S269_R2_001.fastq.gz
NM75	leaf	W22	Control	11	m18	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM75_S270_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM75_S270_R2_001.fastq.gz
NM76	leaf	B73	Cold	8	m06	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM76_S271_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM76_S271_R2_001.fastq.gz
NM77	leaf	B97	Cold	2	m27	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM77_S272_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM77_S272_R2_001.fastq.gz
NM78	leaf	CML322	Cold	2	m36	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM78_S273_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM78_S273_R2_001.fastq.gz
NM79	leaf	CML333	Cold	2	m47	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM79_S274_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM79_S274_R2_001.fastq.gz
NM8	leaf	EP1	Cold	1	m60	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM8_S204_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM8_S204_R2_001.fastq.gz
NM80	leaf	CML52	Cold	2	m57	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM80_S275_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM80_S275_R2_001.fastq.gz
NM81	leaf	CML69	Cold	2	m58	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM81_S276_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM81_S276_R2_001.fastq.gz
NM82	leaf	DK105	Cold	2	m59	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM82_S277_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM82_S277_R2_001.fastq.gz
NM83	leaf	EP1	Cold	2	m60	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM83_S278_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM83_S278_R2_001.fastq.gz
NM84	leaf	F7	Cold	1	m61	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM84_S279_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM84_S279_R2_001.fastq.gz
NM85	leaf	Il14H	Cold	2	m19	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM85_S280_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM85_S280_R2_001.fastq.gz
NM86	leaf	Ki11	Cold	1	m62	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM86_S281_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM86_S281_R2_001.fastq.gz
NM87	leaf	Ki3	Cold	2	m20	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM87_S282_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM87_S282_R2_001.fastq.gz
NM88	leaf	M162W	Cold	2	m21	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM88_S1_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM88_S1_R2_001.fastq.gz
NM89	leaf	M37W	Cold	2	m22	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM89_S2_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM89_S2_R2_001.fastq.gz
NM9	leaf	F7	Cold	2	m61	1	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM9_S205_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM9_S205_R2_001.fastq.gz
NM90	leaf	Mo17	Cold	8	m07	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM90_S3_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM90_S3_R2_001.fastq.gz
NM91	leaf	Mo18W	Cold	2	m23	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM91_S4_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM91_S4_R2_001.fastq.gz
NM92	leaf	MS71	Cold	2	m24	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM92_S5_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM92_S5_R2_001.fastq.gz
NM93	leaf	NC350	Cold	2	m25	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM93_S6_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM93_S6_R2_001.fastq.gz
NM94	leaf	NC358	Cold	2	m26	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM94_S7_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM94_S7_R2_001.fastq.gz
NM95	leaf	Oh43	Cold	2	m28	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM95_S8_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM95_S8_R2_001.fastq.gz
NM96	leaf	Oh7B	Cold	2	m29	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM96_S9_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM96_S9_R2_001.fastq.gz
NM97	leaf	P39	Cold	2	m30	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM97_S75_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM97_S75_R2_001.fastq.gz
NM98	leaf	PH207	Cold	2	m31	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM98_S76_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM98_S76_R2_001.fastq.gz
NM99	leaf	Tx303	Cold	2	m32	25	NM	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM99_S77_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/NM99_S77_R2_001.fastq.gz
TC1	leaf	B73	Control	12	m01	0	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC1_S10_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC1_S10_R2_001.fastq.gz
TC10	leaf	B73	Cold	9	m06	0.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC10_S19_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC10_S19_R2_001.fastq.gz
TC11	leaf	Mo17	Cold	9	m07	0.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC11_S20_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC11_S20_R2_001.fastq.gz
TC12	leaf	W22	Cold	9	m08	0.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC12_S21_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC12_S21_R2_001.fastq.gz
TC13	leaf	B73	Control	13	m01	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC13_S22_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC13_S22_R2_001.fastq.gz
TC14	leaf	Mo17	Control	12	m17	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC14_S23_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC14_S23_R2_001.fastq.gz
TC15	leaf	W22	Control	12	m18	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC15_S24_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC15_S24_R2_001.fastq.gz
TC16	leaf	B73	Heat	7	m09	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC16_S25_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC16_S25_R2_001.fastq.gz
TC17	leaf	Mo17	Heat	7	m11	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC17_S26_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC17_S26_R2_001.fastq.gz
TC18	leaf	W22	Heat	7	m12	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC18_S27_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC18_S27_R2_001.fastq.gz
TC19	leaf	Mo17	Cold	10	m07	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC19_S28_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC19_S28_R2_001.fastq.gz
TC2	leaf	Mo17	Control	13	m17	0	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC2_S11_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC2_S11_R2_001.fastq.gz
TC20	leaf	B73	Cold	10	m06	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC20_S29_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC20_S29_R2_001.fastq.gz
TC21	leaf	W22	Cold	10	m08	1	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC21_S30_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC21_S30_R2_001.fastq.gz
TC22	leaf	B73	Control	14	m01	1.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC22_S31_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC22_S31_R2_001.fastq.gz
TC23	leaf	Mo17	Control	14	m17	1.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC23_S32_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC23_S32_R2_001.fastq.gz
TC24	leaf	B73	Heat	8	m09	1.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC24_S33_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC24_S33_R2_001.fastq.gz
TC25	leaf	Mo17	Heat	8	m11	1.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC25_S34_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC25_S34_R2_001.fastq.gz
TC26	leaf	B73	Cold	11	m06	1.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC26_S35_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC26_S35_R2_001.fastq.gz
TC27	leaf	Mo17	Cold	11	m07	1.5	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC27_S36_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC27_S36_R2_001.fastq.gz
TC28	leaf	B73	Control	15	m01	2	TC	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC28_S37_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/TC28_S37_R2_001.fastq.gz
